pmid,file_source,pubmed,mid,pmc,doi,pii,pmcid,other_medline,other_sici
29318278,pubmed_2800_to_2899.xml,29318278,,PMC5833662,10.1001/jama.2017.20373,2668349,,,
29321258,pubmed_2800_to_2899.xml,29321258,NIHMS969987,PMC6028002,10.1126/scitranslmed.aai7795,10/423/eaai7795,,,
29321225,pubmed_2800_to_2899.xml,29321225,,PMC5839761,10.1084/jem.20171529,jem.20171529,,,
29340569,pubmed_2800_to_2899.xml,29340569,NIHMS953324,PMC5885860,10.1001/jamaneurol.2017.4198,2669921,,,
29335605,pubmed_2800_to_2899.xml,29335605,NIHMS988587,PMC6207376,10.1038/s41593-017-0059-z,10.1038/s41593-017-0059-z,,,
29356823,pubmed_2800_to_2899.xml,29356823,,PMC5933393,10.1001/jamaneurol.2017.4325,2670442,,,
29365294,pubmed_2800_to_2899.xml,29365294,,,10.1056/NEJMoa1705971,,,,
29379963,pubmed_2800_to_2899.xml,29379963,,PMC5885197,10.1001/jamaneurol.2017.4719,2670749,,,
29382695,pubmed_2800_to_2899.xml,29382695,,PMC5881473,10.1084/jem.20172347,jem.20172347,,,
29420472,pubmed_2800_to_2899.xml,29420472,,,10.1038/nature25456,nature25456,,,
29398363,pubmed_2800_to_2899.xml,29398363,,,10.1016/j.neuron.2018.01.022,S0896-6273(18)30047-3,,,
29397305,pubmed_2800_to_2899.xml,29397305,NIHMS941123,PMC5816717,10.1016/S1474-4422(18)30028-0,S1474-4422(18)30028-0,,,
29403032,pubmed_2800_to_2899.xml,29403032,NIHMS928431,PMC5857215,10.1038/s41593-018-0070-z,10.1038/s41593-018-0070-z,,,
29414379,pubmed_2800_to_2899.xml,29414379,,,10.1016/j.nbd.2018.01.015,S0969-9961(18)30021-4,,,
29435558,pubmed_2800_to_2899.xml,29435558,,PMC5885174,10.1001/jamaneurol.2017.4907,2671402,,,
29437957,pubmed_2800_to_2899.xml,29437957,,PMC5828643,10.1073/pnas.1800165115,1800165115,,,
29439243,pubmed_2800_to_2899.xml,29439243,NIHMS991708,PMC6192703,10.1126/science.aan6398,359/6376/698,,,
29444819,pubmed_2800_to_2899.xml,29444819,,PMC5839766,10.1084/jem.20171831,jem.20171831,,,
29450646,pubmed_2800_to_2899.xml,29450646,,PMC5904220,10.1007/s00401-018-1822-2,10.1007/s00401-018-1822-2,,,
29452684,pubmed_2800_to_2899.xml,29452684,,,10.1016/S1474-4422(18)30039-5,S1474-4422(18)30039-5,,,
29298427,pubmed_2800_to_2899.xml,29298427,NIHMS934753,PMC5783200,10.1016/j.celrep.2017.12.039,S2211-1247(17)31848-X,,,
29467003,pubmed_2800_to_2899.xml,29467003,,PMC5822605,10.1186/s13024-018-0241-0,10.1186/s13024-018-0241-0,,,
29475810,pubmed_2800_to_2899.xml,29475810,,,10.1016/S2468-2667(18)30022-7,S2468-2667(18)30022-7,,,
29482212,pubmed_2800_to_2899.xml,29482212,,PMC5885216,10.1001/jamaneurol.2017.5135,2673390,,,
29490706,pubmed_2800_to_2899.xml,29490706,,PMC5831225,10.1186/s13024-018-0244-x,10.1186/s13024-018-0244-x,,,
29518357,pubmed_2800_to_2899.xml,29518357,NIHMS947635,PMC5927822,10.1016/j.neuron.2018.02.002,S0896-6273(18)30101-6,,,
29518356,pubmed_2900_to_2999.xml,29518356,NIHMS952791,PMC5889092,10.1016/j.neuron.2018.01.031,S0896-6273(18)30056-4,,,
29532057,pubmed_2900_to_2999.xml,29532057,,PMC5885188,10.1001/jamaneurol.2018.0049,2674279,,,
29566794,pubmed_2900_to_2999.xml,29566794,NIHMS985441,PMC6137722,10.1016/j.neuron.2018.02.015,S0896-6273(18)30136-3,,,
29572282,pubmed_2900_to_2999.xml,29572282,,PMC5921038,10.1212/WNL.0000000000005354,WNL.0000000000005354,,,
29580670,pubmed_2900_to_2999.xml,29580670,NIHMS985439,PMC6110083,10.1016/j.jalz.2018.01.012,S1552-5260(18)30031-1,,,
29540588,pubmed_2900_to_2999.xml,29540588,,PMC5894933,10.1212/WNL.0000000000005290,WNL.0000000000005290,,,
29582053,pubmed_2900_to_2999.xml,29582053,,PMC5885277,10.1001/jamaneurol.2018.0233,2675302,,,
29600961,pubmed_2900_to_2999.xml,29600961,,PMC5919821,10.1172/JCI96429,96429,,,
29626112,pubmed_2900_to_2999.xml,29626112,,PMC5938617,10.15252/emmm.201708763,emmm.201708763,,,
29628304,pubmed_2900_to_2999.xml,29628304,,PMC5986716,10.1016/j.ymthe.2018.02.029,S1525-0016(18)30105-9,,,
29632371,pubmed_2900_to_2999.xml,29632371,NIHMS938026,PMC5948154,10.1038/s41591-018-0004-z,10.1038/s41591-018-0004-z,,,
29632177,pubmed_2900_to_2999.xml,29632177,,PMC5924922,10.1073/pnas.1721694115,1721694115,,,
29625071,pubmed_2900_to_2999.xml,29625071,NIHMS954375,PMC5957089,10.1016/j.stem.2018.03.015,S1934-5909(18)30121-8,,,
29513649,pubmed_2900_to_2999.xml,29513649,NIHMS940823,PMC6179355,10.1038/nature25975,nature25975,,,
29653606,pubmed_2900_to_2999.xml,29653606,NIHMS960157,PMC5958625,10.1016/j.jalz.2018.02.018,S1552-5260(18)30072-4,,,
29653873,pubmed_2900_to_2999.xml,29653873,,,10.1016/S2215-0366(18)30065-8,S2215-0366(18)30065-8,,,
29687257,pubmed_2900_to_2999.xml,29687257,NIHMS1042122,PMC6647843,10.1007/s00401-018-1846-7,10.1007/s00401-018-1846-7,,,
29686045,pubmed_2900_to_2999.xml,29686045,,PMC5943976,10.1523/JNEUROSCI.0485-18.2018,JNEUROSCI.0485-18.2018,,,
29777097,pubmed_2900_to_2999.xml,29777097,,PMC5959890,10.1038/s41398-018-0150-6,10.1038/s41398-018-0150-6,,,
29695589,pubmed_2900_to_2999.xml,29695589,,PMC5962917,10.1212/WNL.0000000000005550,WNL.0000000000005550,,,
29719179,pubmed_2900_to_2999.xml,29719179,NIHMS1046479,PMC6776074,10.1056/NEJMoa1706441,,,,
29728653,pubmed_2900_to_2999.xml,29728653,NIHMS951441,PMC5942583,10.1038/s41594-018-0057-1,10.1038/s41594-018-0057-1,,,
29728565,pubmed_2900_to_2999.xml,29728565,,PMC5935695,10.1038/s41467-018-04255-z,10.1038/s41467-018-04255-z,,,
29801024,pubmed_2900_to_2999.xml,29801024,NIHMS972166,PMC6142927,10.1001/jamaneurol.2018.0821,2679880,,,
29768203,pubmed_2900_to_2999.xml,29768203,,,10.1016/j.celrep.2018.04.056,S2211-1247(18)30615-6,,,
29799981,pubmed_2900_to_2999.xml,29799981,,PMC6142932,10.1001/jamaneurol.2018.0975,2680671,,,
29799986,pubmed_2900_to_2999.xml,29799986,,PMC6143121,10.1001/jamaneurol.2018.1123,2680896,,,
29769247,pubmed_2900_to_2999.xml,29769247,,PMC5953238,10.1136/bmj.k1675,,,,
29802388,pubmed_2900_to_2999.xml,29802388,NIHMS962042,PMC6599633,10.1038/s41593-018-0154-9,10.1038/s41593-018-0154-9,,,
29861287,pubmed_2900_to_2999.xml,29861287,NIHMS971235,PMC6023751,10.1016/j.neuron.2018.05.008,S0896-6273(18)30380-5,,,
30009200,pubmed_2900_to_2999.xml,30009200,,PMC6043775,10.1002/acn3.582,ACN3582,,,
29874583,pubmed_2900_to_2999.xml,29874583,NIHMS976402,PMC6040810,10.1016/j.celrep.2018.05.011,S2211-1247(18)30744-7,,,
29874575,pubmed_2900_to_2999.xml,29874575,NIHMS1506631,PMC6181645,10.1016/j.celrep.2018.05.004,S2211-1247(18)30722-8,,,
29889941,pubmed_2900_to_2999.xml,29889941,,PMC6143118,10.1001/jamaneurol.2018.1346,2683867,,,
29901708,pubmed_2900_to_2999.xml,29901708,,PMC6122131,10.1093/eurheartj/ehy288,5032485,,,
29937276,pubmed_2900_to_2999.xml,29937276,NIHMS975797,PMC6551233,10.1016/j.neuron.2018.05.023,S0896-6273(18)30421-5,,,
30456353,pubmed_2900_to_2999.xml,30456353,,PMC6238618,10.26508/lsa.201800028,LSA-2018-00028,,,
30001512,pubmed_2900_to_2999.xml,30001512,NIHMS982565,PMC6075814,10.1016/j.neuron.2018.06.030,S0896-6273(18)30526-9,,,
29950669,pubmed_2900_to_2999.xml,29950669,NIHMS970886,PMC6800152,10.1038/s41593-018-0175-4,10.1038/s41593-018-0175-4,,,
29963623,pubmed_2900_to_2999.xml,29963623,,PMC6025902,10.1126/sciadv.aaq1702,aaq1702,,,
29992960,pubmed_2900_to_2999.xml,29992960,,PMC6041266,10.1038/s41467-018-05068-w,10.1038/s41467-018-05068-w,,,
30679421,pubmed_2900_to_2999.xml,30679421,,PMC6345810,10.1038/s41467-018-08279-3,10.1038/s41467-018-08279-3,,,
30014145,pubmed_2900_to_2999.xml,30014145,,PMC6233853,10.1001/jamaneurol.2018.1836,2687472,,,
30038280,pubmed_2900_to_2999.xml,30038280,NIHMS976583,PMC6095477,10.1038/s41593-018-0194-1,10.1038/s41593-018-0194-1,,,
30037778,pubmed_2900_to_2999.xml,30037778,NIHMS1013581,PMC6396676,10.1016/j.jagp.2018.05.008,S1064-7481(18)30333-6,,,
30046111,pubmed_2900_to_2999.xml,30046111,NIHMS975829,PMC6085146,10.1038/s41586-018-0368-8,10.1038/s41586-018-0368-8,,,
30046032,pubmed_2900_to_2999.xml,30046032,,PMC6060168,10.1038/s41467-018-04529-6,10.1038/s41467-018-04529-6,,,
30082275,pubmed_2900_to_2999.xml,30082275,,PMC6122978,10.1084/jem.20180653,jem.20180653,,,
30108311,pubmed_2900_to_2999.xml,30108311,NIHMS1000844,PMC6375806,10.1038/s41380-018-0112-7,10.1038/s41380-018-0112-7,,,
30126037,pubmed_2900_to_2999.xml,30126037,,PMC6260915,10.1111/acel.12840,,,,
30134156,pubmed_2900_to_2999.xml,30134156,NIHMS1505383,PMC6161320,10.1016/j.celrep.2018.07.072,S2211-1247(18)31190-2,,,
30125269,pubmed_2900_to_2999.xml,30125269,NIHMS1769272,PMC9254231,10.1038/nbt.4226,nbt.4226,,,
30150661,pubmed_2900_to_2999.xml,30150661,NIHMS1500752,PMC6148759,10.1038/s41593-018-0213-2,10.1038/s41593-018-0213-2,,,
30158706,pubmed_2900_to_2999.xml,30158706,NIHMS1500333,PMC6204212,10.1038/s41586-018-0454-y,10.1038/s41586-018-0454-y,,,
30352114,pubmed_2900_to_2999.xml,30352114,,PMC6248182,10.1001/jamaophthalmol.2018.3556,2697402,,,
30180184,pubmed_2900_to_2999.xml,30180184,,PMC6122787,10.1371/journal.pmed.1002647,PMEDICINE-D-18-01190,,,
30189209,pubmed_2900_to_2999.xml,30189209,NIHMS991142,PMC6240334,10.1016/j.neuron.2018.07.039,S0896-6273(18)30637-8,,,
30185230,pubmed_2900_to_2999.xml,30185230,,PMC6126019,10.1186/s13024-018-0280-6,10.1186/s13024-018-0280-6,,,
30190379,pubmed_2900_to_2999.xml,30190379,NIHMS987544,PMC6149542,10.1126/science.aan8821,361/6406/eaan8821,,,
30208380,pubmed_2900_to_2999.xml,30208380,,PMC6583200,10.1001/jamaneurol.2018.2513,2698824,,,
30217935,pubmed_2900_to_2999.xml,30217935,,PMC6177272,10.1212/WNL.0000000000006277,WNL.0000000000006277,,,
30232227,pubmed_2900_to_2999.xml,30232227,NIHMS1604729,PMC11017370,10.1126/scitranslmed.aao5620,10/459/eaao5620,,,
30232451,pubmed_2900_to_2999.xml,30232451,NIHMS1505435,PMC6206507,10.1038/s41586-018-0543-y,10.1038/s41586-018-0543-y,,,
30232325,pubmed_2900_to_2999.xml,30232325,,PMC6145937,10.1038/s41398-018-0231-6,10.1038/s41398-018-0231-6,,,
30248105,pubmed_2900_to_2999.xml,30248105,,PMC6152871,10.1371/journal.pmed.1002660,PMEDICINE-D-18-00761,,,
30254377,pubmed_2900_to_2999.xml,30254377,,PMC6156230,10.1038/s41467-018-06449-x,10.1038/s41467-018-06449-x,,,
30297968,pubmed_2900_to_2999.xml,30297968,NIHMS1504106,PMC6354244,10.1038/s41588-018-0238-1,10.1038/s41588-018-0238-1,,,
30297807,pubmed_2900_to_2999.xml,30297807,NIHMS1504104,PMC6398347,10.1038/s41593-018-0241-y,10.1038/s41593-018-0241-y,,,
30297750,pubmed_2900_to_2999.xml,30297750,NIHMS1505109,PMC6250578,10.1038/s41557-018-0147-z,10.1038/s41557-018-0147-z,,,
30646141,pubmed_2900_to_2999.xml,30646141,,PMC6324501,10.1001/jamanetworkopen.2018.1726,2701735,,,
30318466,pubmed_2900_to_2999.xml,30318466,,,10.1016/j.str.2018.08.012,S0969-2126(18)30326-5,,,
30323343,pubmed_2900_to_2999.xml,30323343,NIHMS1506142,PMC6317891,10.1038/s41590-018-0232-x,10.1038/s41590-018-0232-x,,,
30323170,pubmed_2900_to_2999.xml,30323170,,PMC6189176,10.1038/s41467-018-05892-0,10.1038/s41467-018-05892-0,,,
30323172,pubmed_2900_to_2999.xml,30323172,,PMC6189186,10.1038/s41467-018-06331-w,10.1038/s41467-018-06331-w,,,
30349106,pubmed_2900_to_2999.xml,30349106,,,10.1038/s41593-018-0253-7,10.1038/s41593-018-0253-7,,,
30383090,pubmed_2900_to_2999.xml,30383090,,PMC6440255,10.1001/jamaneurol.2018.3223,2709115,,,
30419087,pubmed_2900_to_2999.xml,30419087,,PMC6439969,10.1001/jamaneurol.2018.3459,2712850,,,
30464338,pubmed_2900_to_2999.xml,30464338,NIHMS1003498,PMC6391999,10.1038/s41586-018-0718-6,10.1038/s41586-018-0718-6,,,
30482868,pubmed_2900_to_2999.xml,30482868,,PMC6284390,10.15252/emmm.201809712,emmm.201809712,,,
30510257,pubmed_2900_to_2999.xml,30510257,NIHMS1507371,PMC6602064,10.1038/s41591-018-0223-3,10.1038/s41591-018-0223-3,,,
30538104,pubmed_2900_to_2999.xml,30538104,,PMC6356067,10.15252/embj.201899360,embj.201899360,,,
30597599,pubmed_2900_to_2999.xml,30597599,,PMC6492172,10.1002/ana.25407,,,,
30598546,pubmed_2900_to_2999.xml,30598546,,,10.1038/s41586-018-0813-8,10.1038/s41586-018-0813-8,,,
30602789,pubmed_2900_to_2999.xml,30602789,EMS80767,PMC6364807,10.1038/s41586-018-0833-4,10.1038/s41586-018-0833-4,,,
30602790,pubmed_2900_to_2999.xml,30602790,EMS80639,PMC6370056,10.1038/s41586-018-0832-5,10.1038/s41586-018-0832-5,,,
30617257,pubmed_2900_to_2999.xml,30617257,NIHMS1512778,PMC6417433,10.1038/s41593-018-0296-9,10.1038/s41593-018-0296-9,,,
30615028,pubmed_2900_to_2999.xml,30615028,,PMC6439726,10.1001/jamaneurol.2018.4249,2719700,,,
30617256,pubmed_2900_to_2999.xml,30617256,NIHMS1031924,PMC6836675,10.1038/s41588-018-0311-9,10.1038/s41588-018-0311-9,,,
30635412,pubmed_2900_to_2999.xml,30635412,,PMC6358677,10.1073/pnas.1812155116,1812155116,,,
30630874,pubmed_2900_to_2999.xml,30630874,,,10.1126/science.aaw0930,science.aaw0930,,,
30626715,pubmed_2900_to_2999.xml,30626715,NIHMS1004823,PMC6342564,10.1126/scitranslmed.aau6550,11/474/eaau6550,,,
30630900,pubmed_2900_to_2999.xml,30630900,NIHMS1009544,PMC6366617,10.1126/science.aao4827,363/6423/eaao4827,,,
30643288,pubmed_2900_to_2999.xml,30643288,NIHMS1511919,PMC6367058,10.1038/s41591-018-0297-y,10.1038/s41591-018-0297-y,,,
30650353,pubmed_2900_to_2999.xml,30650353,,PMC6335264,10.1016/j.celrep.2018.12.085,S2211-1247(18)32045-X,,,
30664784,pubmed_2900_to_2999.xml,30664784,NIHMS1008079,PMC6367005,10.1038/s41591-018-0304-3,10.1038/s41591-018-0304-3,,,
30663607,pubmed_2900_to_2999.xml,30663607,NIHMS1849980,PMC11062500,10.1016/S1474-4422(18)30371-5,S1474-4422(18)30371-5,,,
30679382,pubmed_2900_to_2999.xml,30679382,NIHMS1011179,PMC6410369,10.1126/science.aav2546,science.aav2546,,,
30686764,pubmed_2900_to_2999.xml,30686764,,PMC6414424,10.1016/j.stem.2018.12.013,S1934-5909(18)30603-9,,,
30689776,pubmed_2900_to_2999.xml,30689776,,PMC6351776,10.1093/brain/awy327,5300061,,,
30688979,pubmed_2900_to_2999.xml,30688979,NIHMS1016144,PMC6439590,10.1001/jama.2018.21442,2723256,,,
30692699,pubmed_3000_to_3099.xml,30692699,EMS80920,PMC6420126,10.1038/s41591-018-0336-8,10.1038/s41591-018-0336-8,,,
30699343,pubmed_3000_to_3099.xml,30699343,NIHMS1519914,PMC6386196,10.1016/j.celrep.2019.01.023,S2211-1247(19)30032-4,,,
30715078,pubmed_3000_to_3099.xml,30715078,NIHMS1029661,PMC6515599,10.1001/jamaneurol.2018.4693,2722842,,,
30775436,pubmed_3000_to_3099.xml,30775436,,PMC6365111,10.1126/sciadv.aau7220,aau7220,,,
30742114,pubmed_3000_to_3099.xml,30742114,NIHMS1018837,PMC6693625,10.1038/s41593-018-0332-9,10.1038/s41593-018-0332-9,,,
30767771,pubmed_3000_to_3099.xml,30767771,,PMC6377782,10.1186/s13024-019-0310-z,10.1186/s13024-019-0310-z,,,
30770411,pubmed_3000_to_3099.xml,30770411,,PMC6400529,10.1084/jem.20182184,jem.20182184,,,
30760929,pubmed_3000_to_3099.xml,30760929,,,10.1038/s41586-019-0924-x,10.1038/s41586-019-0924-x,,,
30760633,pubmed_3000_to_3099.xml,30760633,,PMC6511107,10.1212/WNL.0000000000007094,WNL.0000000000007094,,,
30820047,pubmed_3000_to_3099.xml,30820047,NIHMS1021255,PMC6463297,10.1038/s41588-019-0358-2,10.1038/s41588-019-0358-2,,,
30830941,pubmed_3000_to_3099.xml,30830941,,PMC6398923,10.1371/journal.pone.0213321,PONE-D-18-35509,,,
30814321,pubmed_3000_to_3099.xml,30814321,,PMC6453765,10.1212/WNL.0000000000007174,WNL.0000000000007174,,,
30858603,pubmed_3000_to_3099.xml,30858603,,,10.1038/s41593-019-0352-0,10.1038/s41593-019-0352-0,,,
30860560,pubmed_3000_to_3099.xml,30860560,EMS82158,PMC6436698,10.1001/jama.2019.1432,2727449,,,
30879788,pubmed_3000_to_3099.xml,30879788,NIHMS1538841,PMC6774262,10.1016/j.cell.2019.02.014,S0092-8674(19)30163-1,,,
30867273,pubmed_3000_to_3099.xml,30867273,,PMC6550504,10.1212/WNL.0000000000007323,WNL.0000000000007323,,,
30882841,pubmed_3000_to_3099.xml,30882841,,PMC6563568,10.1001/jamaneurol.2019.0250,2728174,,,
30894745,pubmed_3000_to_3099.xml,30894745,NIHMS1522205,PMC6472968,10.1038/s41586-019-1026-5,10.1038/s41586-019-1026-5,,,
30911133,pubmed_3000_to_3099.xml,30911133,,,10.1038/s41591-019-0375-9,10.1038/s41591-019-0375-9,,,
30911003,pubmed_3000_to_3099.xml,30911003,,PMC6433910,10.1038/s41467-019-09118-9,10.1038/s41467-019-09118-9,,,
30923235,pubmed_3000_to_3099.xml,30923235,,PMC6511081,10.1212/WNL.0000000000007326,WNL.0000000000007326,,,
30918111,pubmed_3000_to_3099.xml,30918111,NIHMS1671313,PMC7961212,10.1126/scitranslmed.aat3005,11/485/eaat3005,,,
30936558,pubmed_3000_to_3099.xml,30936558,NIHMS1031989,PMC6605052,10.1038/s41593-019-0372-9,10.1038/s41593-019-0372-9,,,
30944478,pubmed_3000_to_3099.xml,30944478,NIHMS1523028,PMC6574119,10.1038/s41586-019-1088-4,10.1038/s41586-019-1088-4,,,
30936556,pubmed_3000_to_3099.xml,30936556,NIHMS1521956,PMC6551209,10.1038/s41593-019-0366-7,10.1038/s41593-019-0366-7,,,
30952794,pubmed_3000_to_3099.xml,30952794,,PMC6512884,10.1212/WNL.0000000000007232,WNL.0000000000007232,,,
30962628,pubmed_3000_to_3099.xml,30962628,NIHMS1522405,PMC6486414,10.1038/s41593-019-0371-x,10.1038/s41593-019-0371-x,,,
30970186,pubmed_3000_to_3099.xml,30970186,NIHMS1046474,PMC6776078,10.1056/NEJMoa1812840,,,,
30969506,pubmed_3000_to_3099.xml,30969506,NIHMS1529616,PMC6636818,10.1056/NEJMoa1900757,,,,
30980041,pubmed_3000_to_3099.xml,30980041,EMS82268,PMC7577860,10.1038/s41380-019-0410-8,10.1038/s41380-019-0410-8,,,
30982609,pubmed_3000_to_3099.xml,30982609,,PMC6507048,10.1016/j.ajhg.2019.03.004,S0002-9297(19)30100-4,,,
31001580,pubmed_3000_to_3099.xml,31001580,,PMC6469948,10.1126/sciadv.aav1388,aav1388,,,
30982608,pubmed_3000_to_3099.xml,30982608,,PMC6506793,10.1016/j.ajhg.2019.03.010,S0002-9297(19)30106-5,,,
31009046,pubmed_3000_to_3099.xml,31009046,,PMC6536847,10.1093/brain/awz090,5476105,,,
31009033,pubmed_3000_to_3099.xml,31009033,,PMC6583061,10.1001/jamaneurol.2019.0834,2731441,,,
31009028,pubmed_3000_to_3099.xml,31009028,,PMC6583067,10.1001/jamaneurol.2019.0765,2731440,,,
31041379,pubmed_3000_to_3099.xml,31041379,,PMC6487537,10.1021/acscentsci.8b00879,,,,
31034041,pubmed_3000_to_3099.xml,31034041,,PMC6583872,10.1001/jamaneurol.2019.0797,2731580,,,
31039256,pubmed_3000_to_3099.xml,31039256,,PMC6536849,10.1093/brain/awz099,5481202,,,
31042697,pubmed_3000_to_3099.xml,31042697,NIHMS1049060,PMC6865822,10.1038/s41586-019-1195-2,10.1038/s41586-019-1195-2,,,
31076275,pubmed_3000_to_3099.xml,31076275,NIHMS1528873,PMC6697125,10.1016/j.neuron.2019.04.011,S0896-6273(19)30346-0,,,
31086314,pubmed_3000_to_3099.xml,31086314,NIHMS1054313,PMC6800116,10.1038/s41593-019-0397-0,10.1038/s41593-019-0397-0,,,
31086348,pubmed_3000_to_3099.xml,31086348,NIHMS1523758,PMC6642642,10.1038/s41591-019-0440-4,10.1038/s41591-019-0440-4,,,
31110321,pubmed_3000_to_3099.xml,31110321,NIHMS1525541,PMC6535128,10.1038/s41593-019-0396-1,10.1038/s41593-019-0396-1,,,
31399126,pubmed_3000_to_3099.xml,31399126,,PMC6689177,10.1186/s13195-019-0524-x,10.1186/s13195-019-0524-x,,,
31130513,pubmed_3000_to_3099.xml,31130513,NIHMS1529018,PMC6608595,10.1016/j.stem.2019.05.003,S1934-5909(19)30207-3,,,
31131421,pubmed_3000_to_3099.xml,31131421,,PMC6660501,10.1007/s00401-019-02026-8,10.1007/s00401-019-02026-8,,,
31135820,pubmed_3000_to_3099.xml,31135820,,PMC6547122,10.1001/jamaneurol.2019.0648,2734865,,,
31133559,pubmed_3000_to_3099.xml,31133559,,PMC6636081,10.1523/JNEUROSCI.2724-18.2019,JNEUROSCI.2724-18.2019,,,
31122495,pubmed_3000_to_3099.xml,31122495,,,10.1016/S1474-4422(19)30139-5,S1474-4422(19)30139-5,,,
31150388,pubmed_3000_to_3099.xml,31150388,,PMC6576791,10.1371/journal.pgen.1008155,PGENETICS-D-18-02083,,,
31157827,pubmed_3000_to_3099.xml,31157827,,PMC6547132,10.1001/jamaneurol.2019.1424,2735107,,,
31160442,pubmed_3000_to_3099.xml,31160442,,PMC6589664,10.1073/pnas.1902672116,1902672116,,,
31164641,pubmed_3000_to_3099.xml,31164641,,PMC6547716,10.1038/s41467-019-10217-w,10.1038/s41467-019-10217-w,,,
31171783,pubmed_3000_to_3099.xml,31171783,,PMC6554306,10.1038/s41467-019-10428-1,10.1038/s41467-019-10428-1,,,
31180460,pubmed_3000_to_3099.xml,31180460,,PMC6563544,10.1001/jamaneurol.2019.1456,2735123,,,
31182869,pubmed_3000_to_3099.xml,31182869,EMS83278,PMC6597360,10.1038/s41593-019-0418-z,10.1038/s41593-019-0418-z,,,
31182505,pubmed_3000_to_3099.xml,31182505,,PMC6656645,10.1212/WNL.0000000000007767,WNL.0000000000007767,,,
31168563,pubmed_3000_to_3099.xml,31168563,,PMC6551582,10.1001/jamaneurol.2019.1368,2735574,,,
31209175,pubmed_3000_to_3099.xml,31209175,,PMC6687908,10.1523/JNEUROSCI.0503-19.2019,JNEUROSCI.0503-19.2019,,,
31221773,pubmed_3000_to_3099.xml,31221773,EMS83750,PMC6658218,10.1126/science.aav9518,science.aav9518,,,
31217332,pubmed_3000_to_3099.xml,31217332,,PMC6703877,10.1523/JNEUROSCI.0884-19.2019,JNEUROSCI.0884-19.2019,,,
31233127,pubmed_3000_to_3099.xml,31233127,,PMC6593637,10.1001/jamaneurol.2019.1632,2736342,,,
31257024,pubmed_3000_to_3099.xml,31257024,NIHMS1532619,PMC6689199,10.1016/j.cell.2019.05.056,S0092-8674(19)30627-0,,,
31255487,pubmed_3000_to_3099.xml,31255487,NIHMS1530676,PMC6706297,10.1016/j.neuron.2019.05.035,S0896-6273(19)30488-X,,,
31257031,pubmed_3000_to_3099.xml,31257031,NIHMS1561325,PMC7068689,10.1016/j.cell.2019.05.054,S0092-8674(19)30625-7,,,
31268539,pubmed_3000_to_3099.xml,31268539,,PMC6613289,10.1001/jamanetworkopen.2019.6562,2737101,,,
31273083,pubmed_3000_to_3099.xml,31273083,,PMC6709628,10.1074/jbc.RA119.009487,S0021-9258(20)30308-2,,,
31301936,pubmed_3000_to_3099.xml,31301936,NIHMS1532644,PMC6728215,10.1016/j.neuron.2019.06.010,S0896-6273(19)30560-4,,,
31341278,pubmed_3000_to_3099.xml,31341278,,,10.1038/s41586-019-1419-5,10.1038/s41586-019-1419-5,,,
31375314,pubmed_3000_to_3099.xml,31375314,NIHMS1563396,PMC7138101,10.1016/j.neuron.2019.07.002,S0896-6273(19)30600-2,,,
31371569,pubmed_3000_to_3099.xml,31371569,,PMC6946467,10.1212/WNL.0000000000008081,WNL.0000000000008081,,,
31380975,pubmed_3000_to_3099.xml,31380975,,PMC6686769,10.1001/jamaneurol.2019.2244,2739480,,,
31395777,pubmed_3000_to_3099.xml,31395777,NIHMS1042720,PMC6690382,10.1126/science.aay0198,365/6453/559,,,
31408138,pubmed_3000_to_3099.xml,31408138,,PMC6692677,10.1001/jama.2019.10575,2747672,,,
31410194,pubmed_3000_to_3099.xml,31410194,,PMC6691387,10.7150/thno.35366,thnov09p4959,,,
31416668,pubmed_3000_to_3099.xml,31416668,,,10.1016/j.neuron.2019.07.010,S0896-6273(19)30636-1,,,
31433986,pubmed_3000_to_3099.xml,31433986,,,10.1016/j.celrep.2019.07.060,S2211-1247(19)30964-7,,,
31959936,pubmed_3000_to_3099.xml,31959936,NIHMS1544918,PMC7595134,10.1038/s41593-019-0566-1,10.1038/s41593-019-0566-1,,,
31408137,pubmed_3000_to_3099.xml,31408137,,PMC6692679,10.1001/jama.2019.10551,2747671,,,
31444142,pubmed_3000_to_3099.xml,31444142,,PMC6744368,10.1016/S1474-4422(19)30228-5,S1474-4422(19)30228-5,,,
31434879,pubmed_3000_to_3099.xml,31434879,,PMC6704256,10.1038/s41467-019-11674-z,10.1038/s41467-019-11674-z,,,
31442405,pubmed_3000_to_3099.xml,31442405,NIHMS1536061,PMC6726125,10.1016/j.cell.2019.07.043,S0092-8674(19)30843-8,,,
31451782,pubmed_3000_to_3099.xml,31451782,EMS83726,PMC6739225,10.1038/s41591-019-0547-7,10.1038/s41591-019-0547-7,,,
31481790,pubmed_3000_to_3099.xml,31481790,NIHMS1535155,PMC6748660,10.1038/s41556-019-0375-5,10.1038/s41556-019-0375-5,,,
31481789,pubmed_3000_to_3099.xml,31481789,,,10.1038/s41556-019-0374-6,10.1038/s41556-019-0374-6,,,
31484787,pubmed_3000_to_3099.xml,31484787,,,10.1126/scitranslmed.aaw1993,11/508/eaaw1993,,,
31492718,pubmed_3000_to_3099.xml,31492718,,PMC7010322,10.1212/WNL.0000000000008239,WNL.0000000000008239,,,
31501572,pubmed_3000_to_3099.xml,31501572,,,10.1038/s41593-019-0479-z,10.1038/s41593-019-0479-z,,,
